caseid,task,user,end_timestamp,start_timestamp,role,ac_index,rl_index
114007,Validacion final,1646,2016-06-02 19:27:40+00:00,2016-06-02 16:58:08+00:00,Role 3,13,6
114007,Visto Bueno Cierre Proceso,12535,2016-06-30 00:38:52+00:00,2016-06-30 00:30:09+00:00,Role 2,16,5
114007,Transferir Creditos,12535,2016-07-01 01:13:33+00:00,2016-07-01 01:13:33+00:00,Role 2,11,5
114007,Transferir creditos homologables,12535,2016-07-01 01:13:33+00:00,2016-07-01 01:13:33+00:00,Role 2,12,5
114102,Traer informacion estudiante - banner,13803,2016-04-25 23:05:53+00:00,2016-04-25 23:05:53+00:00,Role 1,10,1
114102,Radicar Solicitud Homologacion,13803,2016-04-26 02:12:53+00:00,2016-04-25 23:05:59+00:00,Role 1,7,1
114102,Validar solicitud,19019,2016-05-31 11:14:27+00:00,2016-05-31 09:58:27+00:00,Role 3,14,6
114102,Homologacion por grupo de cursos,19019,2016-06-14 21:05:13+00:00,2016-06-14 20:17:09+00:00,Role 3,5,6
114152,Traer informacion estudiante - banner,26759,2016-04-26 04:29:15+00:00,2016-04-26 04:29:15+00:00,Role 1,10,1
114152,Radicar Solicitud Homologacion,26759,2016-04-26 04:29:19+00:00,2016-04-26 04:29:19+00:00,Role 1,7,1
114152,Validar solicitud,22404,2016-04-26 05:22:17+00:00,2016-04-26 04:50:17+00:00,Role 3,14,6
114152,Homologacion por grupo de cursos,4560,2016-05-01 21:41:47+00:00,2016-05-01 17:17:47+00:00,Role 2,5,5
114153,Traer informacion estudiante - banner,26344,2016-04-26 04:54:32+00:00,2016-04-26 04:54:32+00:00,Role 1,10,1
114153,Radicar Solicitud Homologacion,26344,2016-04-26 04:58:17+00:00,2016-04-26 04:54:34+00:00,Role 1,7,1
114153,Validar solicitud,294,2016-04-26 19:48:15+00:00,2016-04-26 19:43:11+00:00,Role 3,14,6
114153,Homologacion por grupo de cursos,7311,2016-04-27 18:32:28+00:00,2016-04-27 16:47:28+00:00,Role 2,5,5
114351,Traer informacion estudiante - banner,11387,2016-04-26 19:06:32+00:00,2016-04-26 19:06:32+00:00,Role 1,10,1
114351,Radicar Solicitud Homologacion,11387,2016-04-26 19:06:54+00:00,2016-04-26 19:06:38+00:00,Role 1,7,1
114351,Validar solicitud,677,2016-04-26 20:26:08+00:00,2016-04-26 19:22:59+00:00,Role 3,14,6
114351,Homologacion por grupo de cursos,677,2016-05-06 18:32:31+00:00,2016-05-06 18:32:30+00:00,Role 3,5,6
114501,Traer informacion estudiante - banner,13559,2016-04-27 00:00:07+00:00,2016-04-27 00:00:07+00:00,Role 1,10,1
114501,Radicar Solicitud Homologacion,13559,2016-04-27 00:02:13+00:00,2016-04-27 00:00:14+00:00,Role 1,7,1
114501,Cancelar Solicitud,22404,2016-04-27 13:30:25+00:00,2016-04-27 13:21:58+00:00,Role 3,2,6
114501,Notificacion estudiante cancelacion soli,22404,2016-04-28 16:27:17+00:00,2016-04-28 16:27:17+00:00,Role 3,6,6
114502,Traer informacion estudiante - banner,2154,2016-04-27 01:01:23+00:00,2016-04-27 01:01:23+00:00,Role 1,10,1
114502,Radicar Solicitud Homologacion,2154,2016-04-27 01:01:48+00:00,2016-04-27 01:01:26+00:00,Role 1,7,1
114502,Validar solicitud,186,2016-04-27 02:40:16+00:00,2016-04-27 01:24:09+00:00,Role 3,14,6
114502,Homologacion por grupo de cursos,26788,2016-05-11 19:35:27+00:00,2016-05-11 19:31:35+00:00,Role 2,5,5
114503,Traer informacion estudiante - banner,2154,2016-04-27 01:26:24+00:00,2016-04-27 01:26:24+00:00,Role 1,10,1
114503,Radicar Solicitud Homologacion,2154,2016-04-27 01:27:00+00:00,2016-04-27 01:26:27+00:00,Role 1,7,1
114503,Validar solicitud,186,2016-04-27 03:19:15+00:00,2016-04-27 02:03:39+00:00,Role 3,14,6
114503,Homologacion por grupo de cursos,186,2016-05-11 19:36:28+00:00,2016-05-11 19:36:15+00:00,Role 3,5,6
114552,Traer informacion estudiante - banner,3815,2016-04-27 03:07:02+00:00,2016-04-27 03:07:02+00:00,Role 1,10,1
114552,Radicar Solicitud Homologacion,3815,2016-04-27 04:23:03+00:00,2016-04-27 03:07:03+00:00,Role 1,7,1
114552,Cancelar Solicitud,6694,2016-05-11 21:43:42+00:00,2016-05-11 21:39:42+00:00,Role 3,2,6
114552,Notificacion estudiante cancelacion soli,6694,2016-05-12 15:27:53+00:00,2016-05-12 15:27:53+00:00,Role 3,6,6
114751,Traer informacion estudiante - banner,6572,2016-04-27 13:07:28+00:00,2016-04-27 13:07:28+00:00,Role 1,10,1
114751,Radicar Solicitud Homologacion,6572,2016-04-27 13:15:38+00:00,2016-04-27 13:07:38+00:00,Role 1,7,1
114751,Cancelar Solicitud,6572,2016-04-28 15:49:42+00:00,2016-04-28 15:49:35+00:00,Role 1,2,1
114751,Notificacion estudiante cancelacion soli,6572,2016-04-28 16:07:03+00:00,2016-04-28 16:07:03+00:00,Role 1,6,1
114802,Traer informacion estudiante - banner,7143,2016-04-27 17:30:38+00:00,2016-04-27 17:30:38+00:00,Role 1,10,1
114802,Radicar Solicitud Homologacion,7143,2016-04-27 17:47:19+00:00,2016-04-27 17:30:41+00:00,Role 1,7,1
114802,Validar solicitud,19019,2016-04-29 18:26:36+00:00,2016-04-29 18:09:19+00:00,Role 3,14,6
114802,Homologacion por grupo de cursos,1007,2016-05-04 00:08:28+00:00,2016-05-03 19:26:27+00:00,Role 2,5,5
114804,Homologacion por grupo de cursos,4560,2016-04-27 19:05:51+00:00,2016-04-27 17:16:44+00:00,Role 2,5,5
114804,Traer informacion estudiante - banner,8147,2016-04-27 18:32:07+00:00,2016-04-27 18:32:07+00:00,Role 1,10,1
114804,Radicar Solicitud Homologacion,8147,2016-04-27 18:32:16+00:00,2016-04-27 18:32:09+00:00,Role 1,7,1
114804,Validar solicitud,19019,2016-04-27 18:39:40+00:00,2016-04-27 18:39:40+00:00,Role 3,14,6
114854,Traer informacion estudiante - banner,9489,2016-04-27 17:45:15+00:00,2016-04-27 17:45:15+00:00,Role 1,10,1
114854,Radicar Solicitud Homologacion,9489,2016-04-27 18:24:59+00:00,2016-04-27 17:45:16+00:00,Role 1,7,1
114854,Cancelar Solicitud,241,2016-05-04 18:06:48+00:00,2016-05-04 17:28:17+00:00,Role 3,2,6
114854,Notificacion estudiante cancelacion soli,241,2016-05-12 03:42:35+00:00,2016-05-12 03:42:35+00:00,Role 3,6,6
114901,Traer informacion estudiante - banner,8428,2016-04-27 19:57:21+00:00,2016-04-27 19:57:21+00:00,Role 1,10,1
114901,Radicar Solicitud Homologacion,8428,2016-04-27 20:29:22+00:00,2016-04-27 19:57:24+00:00,Role 1,7,1
114901,Homologacion por grupo de cursos,1007,2016-05-03 22:41:24+00:00,2016-05-03 17:57:54+00:00,Role 2,5,5
114901,Validar solicitud,19019,2016-05-03 19:55:44+00:00,2016-05-03 19:55:44+00:00,Role 3,14,6
114952,Traer informacion estudiante - banner,11342,2016-04-27 23:39:22+00:00,2016-04-27 23:39:22+00:00,Role 1,10,1
114952,Radicar Solicitud Homologacion,11342,2016-04-27 23:39:34+00:00,2016-04-27 23:39:25+00:00,Role 1,7,1
114952,Validar solicitud,18929,2016-04-28 00:27:15+00:00,2016-04-27 23:49:24+00:00,Role 3,14,6
114952,Homologacion por grupo de cursos,957,2016-05-04 22:15:25+00:00,2016-05-04 19:41:03+00:00,Role 2,5,5
114953,Traer informacion estudiante - banner,7862,2016-04-28 00:15:22+00:00,2016-04-28 00:15:22+00:00,Role 1,10,1
114953,Radicar Solicitud Homologacion,7862,2016-04-28 00:15:41+00:00,2016-04-28 00:15:23+00:00,Role 1,7,1
114953,Validar solicitud,1707,2016-04-28 00:39:00+00:00,2016-04-28 00:33:34+00:00,Role 3,14,6
114953,Homologacion por grupo de cursos,15930,2016-04-29 01:57:59+00:00,2016-04-28 20:47:11+00:00,Role 2,5,5
114955,Traer informacion estudiante - banner,7862,2016-04-28 00:36:50+00:00,2016-04-28 00:36:50+00:00,Role 1,10,1
114955,Radicar Solicitud Homologacion,7862,2016-04-28 00:36:54+00:00,2016-04-28 00:36:51+00:00,Role 1,7,1
114955,Validar solicitud,1707,2016-04-28 00:45:21+00:00,2016-04-28 00:40:02+00:00,Role 3,14,6
114955,Homologacion por grupo de cursos,15930,2016-04-29 00:27:56+00:00,2016-04-28 20:47:56+00:00,Role 2,5,5
115001,Traer informacion estudiante - banner,12935,2016-04-27 21:47:16+00:00,2016-04-27 21:47:16+00:00,Role 1,10,1
115001,Radicar Solicitud Homologacion,12935,2016-04-27 21:47:54+00:00,2016-04-27 21:47:20+00:00,Role 1,7,1
115001,Validar solicitud,18929,2016-04-27 23:13:44+00:00,2016-04-27 22:34:37+00:00,Role 3,14,6
115001,Homologacion por grupo de cursos,957,2016-05-04 22:16:47+00:00,2016-05-04 19:42:27+00:00,Role 2,5,5
115002,Traer informacion estudiante - banner,10280,2016-04-27 21:58:04+00:00,2016-04-27 21:58:04+00:00,Role 1,10,1
115002,Radicar Solicitud Homologacion,10280,2016-04-27 21:58:18+00:00,2016-04-27 21:58:05+00:00,Role 1,7,1
115002,Cancelar Solicitud,10280,2016-04-27 22:14:16+00:00,2016-04-27 22:13:53+00:00,Role 1,2,1
115002,Notificacion estudiante cancelacion soli,10280,2016-04-27 22:36:56+00:00,2016-04-27 22:36:56+00:00,Role 1,6,1
115003,Traer informacion estudiante - banner,10280,2016-04-27 22:15:41+00:00,2016-04-27 22:15:41+00:00,Role 1,10,1
115003,Radicar Solicitud Homologacion,10280,2016-04-27 22:15:47+00:00,2016-04-27 22:15:43+00:00,Role 1,7,1
115003,Validar solicitud,18929,2016-04-27 22:59:48+00:00,2016-04-27 22:20:19+00:00,Role 3,14,6
115003,Homologacion por grupo de cursos,18929,2016-05-04 20:53:48+00:00,2016-05-04 19:49:38+00:00,Role 3,5,6
115004,Traer informacion estudiante - banner,10280,2016-04-27 22:22:20+00:00,2016-04-27 22:22:20+00:00,Role 1,10,1
115004,Radicar Solicitud Homologacion,10280,2016-04-27 22:22:33+00:00,2016-04-27 22:22:22+00:00,Role 1,7,1
115004,Validar solicitud,18929,2016-04-27 23:13:06+00:00,2016-04-27 22:33:49+00:00,Role 3,14,6
115004,Homologacion por grupo de cursos,957,2016-05-04 22:28:06+00:00,2016-05-04 19:51:21+00:00,Role 2,5,5
115005,Traer informacion estudiante - banner,12935,2016-04-27 22:29:23+00:00,2016-04-27 22:29:23+00:00,Role 1,10,1
115005,Radicar Solicitud Homologacion,12935,2016-04-27 22:29:28+00:00,2016-04-27 22:29:24+00:00,Role 1,7,1
115005,Validar solicitud,18929,2016-04-27 23:13:10+00:00,2016-04-27 22:33:51+00:00,Role 3,14,6
115005,Homologacion por grupo de cursos,957,2016-05-04 21:17:03+00:00,2016-05-04 19:52:56+00:00,Role 2,5,5
115006,Traer informacion estudiante - banner,12935,2016-04-27 22:35:50+00:00,2016-04-27 22:35:50+00:00,Role 1,10,1
115006,Radicar Solicitud Homologacion,12935,2016-04-27 22:35:55+00:00,2016-04-27 22:35:51+00:00,Role 1,7,1
115006,Cancelar Solicitud,18929,2016-04-28 00:23:42+00:00,2016-04-27 22:40:23+00:00,Role 3,2,6
115006,Notificacion estudiante cancelacion soli,18929,2016-05-17 20:47:07+00:00,2016-05-17 20:47:07+00:00,Role 3,6,6
115054,Traer informacion estudiante - banner,8688,2016-04-28 02:31:22+00:00,2016-04-28 02:31:22+00:00,Role 1,10,1
115054,Radicar Solicitud Homologacion,8688,2016-04-28 02:31:23+00:00,2016-04-28 02:31:23+00:00,Role 1,7,1
115054,Cancelar Solicitud,19019,2016-04-28 02:39:26+00:00,2016-04-28 02:35:49+00:00,Role 3,2,6
115054,Notificacion estudiante cancelacion soli,19019,2016-04-28 19:37:51+00:00,2016-04-28 19:37:51+00:00,Role 3,6,6
115055,Traer informacion estudiante - banner,8688,2016-04-28 02:36:04+00:00,2016-04-28 02:36:04+00:00,Role 1,10,1
115055,Radicar Solicitud Homologacion,8688,2016-04-28 02:36:06+00:00,2016-04-28 02:36:06+00:00,Role 1,7,1
115055,Cancelar Solicitud,19019,2016-04-28 02:41:55+00:00,2016-04-28 02:40:05+00:00,Role 3,2,6
115055,Notificacion estudiante cancelacion soli,19019,2016-04-28 17:50:41+00:00,2016-04-28 17:50:41+00:00,Role 3,6,6
115061,Traer informacion estudiante - banner,11515,2016-04-28 03:03:08+00:00,2016-04-28 03:03:08+00:00,Role 1,10,1
115061,Radicar Solicitud Homologacion,11515,2016-04-28 03:19:09+00:00,2016-04-28 03:03:09+00:00,Role 1,7,1
115061,Cancelar Solicitud,1707,2016-05-01 15:10:50+00:00,2016-05-01 15:09:44+00:00,Role 3,2,6
115061,Notificacion estudiante cancelacion soli,1707,2016-05-02 17:06:22+00:00,2016-05-02 17:06:22+00:00,Role 3,6,6
115202,Traer informacion estudiante - banner,22950,2016-04-28 06:29:31+00:00,2016-04-28 06:29:31+00:00,Role 1,10,1
115202,Radicar Solicitud Homologacion,22950,2016-04-28 07:23:10+00:00,2016-04-28 06:29:32+00:00,Role 1,7,1
115202,Cancelar Solicitud,22404,2016-05-06 23:53:03+00:00,2016-05-06 23:38:42+00:00,Role 3,2,6
115202,Notificacion estudiante cancelacion soli,22404,2016-05-11 20:35:37+00:00,2016-05-11 20:35:37+00:00,Role 3,6,6
115252,Traer informacion estudiante - banner,6572,2016-04-28 16:07:10+00:00,2016-04-28 16:07:10+00:00,Role 1,10,1
115252,Radicar Solicitud Homologacion,6572,2016-04-28 16:07:23+00:00,2016-04-28 16:07:12+00:00,Role 1,7,1
115252,Validar solicitud,1707,2016-04-28 16:35:15+00:00,2016-04-28 16:18:27+00:00,Role 3,14,6
115252,Cancelar Solicitud,6572,2016-04-28 16:36:42+00:00,2016-04-28 16:18:28+00:00,Role 1,2,1
115252,Notificacion estudiante cancelacion soli,6572,2016-05-02 18:33:04+00:00,2016-05-02 18:33:04+00:00,Role 1,6,1
115253,Traer informacion estudiante - banner,6572,2016-04-28 16:18:49+00:00,2016-04-28 16:18:49+00:00,Role 1,10,1
115253,Radicar Solicitud Homologacion,6572,2016-04-28 16:19:02+00:00,2016-04-28 16:18:51+00:00,Role 1,7,1
115253,Cancelar Solicitud,6572,2016-04-28 16:48:41+00:00,2016-04-28 16:30:39+00:00,Role 1,2,1
115253,Validar solicitud,1707,2016-04-28 16:47:17+00:00,2016-04-28 16:30:39+00:00,Role 3,14,6
115253,Notificacion estudiante cancelacion soli,6572,2016-05-02 18:33:20+00:00,2016-05-02 18:33:20+00:00,Role 1,6,1
115254,Traer informacion estudiante - banner,4457,2016-04-28 18:09:33+00:00,2016-04-28 18:09:33+00:00,Role 1,10,1
115254,Radicar Solicitud Homologacion,4457,2016-04-28 18:09:41+00:00,2016-04-28 18:09:34+00:00,Role 1,7,1
115254,Validar solicitud,1707,2016-04-28 18:19:05+00:00,2016-04-28 18:17:23+00:00,Role 3,14,6
115254,Homologacion por grupo de cursos,15930,2016-04-28 20:56:28+00:00,2016-04-28 20:55:39+00:00,Role 2,5,5
115306,Traer informacion estudiante - banner,4708,2016-04-28 18:36:38+00:00,2016-04-28 18:36:38+00:00,Role 1,10,1
115306,Radicar Solicitud Homologacion,4708,2016-04-28 18:36:56+00:00,2016-04-28 18:36:39+00:00,Role 1,7,1
115306,Cancelar Solicitud,9184,2016-04-28 22:07:33+00:00,2016-04-28 18:54:28+00:00,Role 3,2,6
115306,Notificacion estudiante cancelacion soli,9184,2016-06-03 20:00:34+00:00,2016-06-03 20:00:34+00:00,Role 3,6,6
115307,Traer informacion estudiante - banner,8032,2016-04-28 18:37:46+00:00,2016-04-28 18:37:46+00:00,Role 1,10,1
115307,Radicar Solicitud Homologacion,8032,2016-04-28 18:37:53+00:00,2016-04-28 18:37:47+00:00,Role 1,7,1
115307,Validar solicitud,22404,2016-04-28 19:32:02+00:00,2016-04-28 18:44:25+00:00,Role 3,14,6
115307,Homologacion por grupo de cursos,22404,2016-05-06 19:04:54+00:00,2016-05-06 18:22:10+00:00,Role 3,5,6
115308,Traer informacion estudiante - banner,7819,2016-04-28 19:22:47+00:00,2016-04-28 19:22:47+00:00,Role 1,10,1
115308,Radicar Solicitud Homologacion,7819,2016-04-28 19:23:04+00:00,2016-04-28 19:22:51+00:00,Role 1,7,1
115308,Validar solicitud,920,2016-04-28 20:44:26+00:00,2016-04-28 19:36:03+00:00,Role 3,14,6
115308,Homologacion por grupo de cursos,26758,2016-05-12 17:47:36+00:00,2016-05-12 15:03:30+00:00,Role 2,5,5
115309,Traer informacion estudiante - banner,12532,2016-04-28 19:25:06+00:00,2016-04-28 19:25:06+00:00,Role 1,10,1
115309,Radicar Solicitud Homologacion,12532,2016-04-28 19:25:18+00:00,2016-04-28 19:25:10+00:00,Role 1,7,1
115309,Validar solicitud,19019,2016-04-28 19:33:27+00:00,2016-04-28 19:33:27+00:00,Role 3,14,6
115309,Cancelar Solicitud,12532,2016-04-28 19:33:54+00:00,2016-04-28 19:33:28+00:00,Role 1,2,1
115309,Notificacion estudiante cancelacion soli,12532,2016-04-28 20:03:37+00:00,2016-04-28 20:03:37+00:00,Role 1,6,1
115310,Traer informacion estudiante - banner,12532,2016-04-28 19:33:46+00:00,2016-04-28 19:33:46+00:00,Role 1,10,1
115310,Radicar Solicitud Homologacion,12532,2016-04-28 19:33:49+00:00,2016-04-28 19:33:47+00:00,Role 1,7,1
115310,Cancelar Solicitud,12532,2016-04-28 19:36:37+00:00,2016-04-28 19:36:14+00:00,Role 1,2,1
115310,Validar solicitud,19019,2016-04-28 19:36:14+00:00,2016-04-28 19:36:14+00:00,Role 3,14,6
115310,Notificacion estudiante cancelacion soli,12532,2016-04-28 20:04:17+00:00,2016-04-28 20:04:17+00:00,Role 1,6,1
115311,Traer informacion estudiante - banner,12532,2016-04-28 20:06:51+00:00,2016-04-28 20:06:51+00:00,Role 1,10,1
115311,Radicar Solicitud Homologacion,12532,2016-04-28 20:06:54+00:00,2016-04-28 20:06:54+00:00,Role 1,7,1
115311,Cancelar Solicitud,19019,2016-04-28 20:12:29+00:00,2016-04-28 20:12:29+00:00,Role 3,2,6
115311,Notificacion estudiante cancelacion soli,19019,2016-04-28 20:27:10+00:00,2016-04-28 20:27:10+00:00,Role 3,6,6
115312,Traer informacion estudiante - banner,12532,2016-04-28 20:12:39+00:00,2016-04-28 20:12:39+00:00,Role 1,10,1
115312,Radicar Solicitud Homologacion,12532,2016-04-28 20:12:40+00:00,2016-04-28 20:12:40+00:00,Role 1,7,1
115312,Cancelar Solicitud,19019,2016-04-28 20:15:56+00:00,2016-04-28 20:15:56+00:00,Role 3,2,6
115312,Notificacion estudiante cancelacion soli,19019,2016-04-28 20:28:19+00:00,2016-04-28 20:28:19+00:00,Role 3,6,6
115401,Homologacion por grupo de cursos,1343,2016-04-29 00:55:05+00:00,2016-04-28 22:56:51+00:00,Role 2,5,5
115401,Traer informacion estudiante - banner,4867,2016-04-28 23:30:07+00:00,2016-04-28 23:30:07+00:00,Role 1,10,1
115401,Radicar Solicitud Homologacion,4867,2016-04-28 23:30:38+00:00,2016-04-28 23:30:13+00:00,Role 1,7,1
115401,Validar solicitud,22475,2016-04-28 23:55:19+00:00,2016-04-28 23:55:19+00:00,Role 3,14,6
115552,Traer informacion estudiante - banner,11197,2016-04-29 15:00:47+00:00,2016-04-29 15:00:47+00:00,Role 1,10,1
115552,Radicar Solicitud Homologacion,11197,2016-04-29 15:00:49+00:00,2016-04-29 15:00:49+00:00,Role 1,7,1
115552,Validar solicitud,19019,2016-04-29 15:06:14+00:00,2016-04-29 15:05:10+00:00,Role 3,14,6
115552,Homologacion por grupo de cursos,19019,2016-04-29 17:04:11+00:00,2016-04-29 17:04:10+00:00,Role 3,5,6
115554,Traer informacion estudiante - banner,8856,2016-04-29 15:07:37+00:00,2016-04-29 15:07:37+00:00,Role 1,10,1
115554,Radicar Solicitud Homologacion,8856,2016-04-29 15:07:38+00:00,2016-04-29 15:07:38+00:00,Role 1,7,1
115554,Cancelar Solicitud,8856,2016-04-29 15:13:08+00:00,2016-04-29 15:13:08+00:00,Role 1,2,1
115554,Notificacion estudiante cancelacion soli,8856,2016-04-29 15:19:04+00:00,2016-04-29 15:19:04+00:00,Role 1,6,1
115558,Traer informacion estudiante - banner,7143,2016-04-29 18:07:04+00:00,2016-04-29 18:07:04+00:00,Role 1,10,1
115558,Radicar Solicitud Homologacion,7143,2016-04-29 18:08:58+00:00,2016-04-29 18:07:06+00:00,Role 1,7,1
115558,Validar solicitud,19019,2016-04-29 21:23:38+00:00,2016-04-29 21:08:11+00:00,Role 3,14,6
115558,Homologacion por grupo de cursos,1007,2016-05-04 00:09:45+00:00,2016-05-03 19:27:45+00:00,Role 2,5,5
115701,Traer informacion estudiante - banner,2981,2016-05-01 00:06:50+00:00,2016-05-01 00:06:50+00:00,Role 1,10,1
115701,Radicar Solicitud Homologacion,2981,2016-05-01 00:06:56+00:00,2016-05-01 00:06:56+00:00,Role 1,7,1
115701,Radicar Solicitud Homologacion,2981,2016-05-03 01:08:09+00:00,2016-05-03 00:24:18+00:00,Role 1,7,1
115701,Validar solicitud,677,2016-05-11 18:23:41+00:00,2016-05-11 18:15:27+00:00,Role 3,14,6
115701,Homologacion por grupo de cursos,3445,2016-05-12 18:47:02+00:00,2016-05-12 18:29:59+00:00,Role 2,5,5
115801,Traer informacion estudiante - banner,15315,2016-05-01 17:10:12+00:00,2016-05-01 17:10:12+00:00,Role 1,10,1
115801,Radicar Solicitud Homologacion,15315,2016-05-01 17:10:19+00:00,2016-05-01 17:10:19+00:00,Role 1,7,1
115801,Cancelar Solicitud,6694,2016-05-01 17:21:17+00:00,2016-05-01 17:21:17+00:00,Role 3,2,6
115801,Notificacion estudiante cancelacion soli,6694,2016-05-02 13:54:05+00:00,2016-05-02 13:54:05+00:00,Role 3,6,6
115851,Traer informacion estudiante - banner,11515,2016-05-01 15:22:14+00:00,2016-05-01 15:22:14+00:00,Role 1,10,1
115851,Radicar Solicitud Homologacion,11515,2016-05-01 15:22:18+00:00,2016-05-01 15:22:18+00:00,Role 1,7,1
115851,Cancelar Solicitud,1707,2016-05-01 15:43:47+00:00,2016-05-01 15:42:37+00:00,Role 3,2,6
115851,Notificacion estudiante cancelacion soli,1707,2016-05-02 17:10:19+00:00,2016-05-02 17:10:19+00:00,Role 3,6,6
115951,Traer informacion estudiante - banner,8022,2016-05-01 21:12:47+00:00,2016-05-01 21:12:47+00:00,Role 1,10,1
115951,Radicar Solicitud Homologacion,8022,2016-05-01 21:12:54+00:00,2016-05-01 21:12:54+00:00,Role 1,7,1
115951,Validar solicitud,677,2016-05-01 22:33:30+00:00,2016-05-01 21:24:53+00:00,Role 3,14,6
115951,Homologacion por grupo de cursos,3445,2016-05-14 00:46:15+00:00,2016-05-13 22:37:40+00:00,Role 2,5,5
116051,Traer informacion estudiante - banner,11961,2016-05-01 21:05:04+00:00,2016-05-01 21:05:04+00:00,Role 1,10,1
116051,Radicar Solicitud Homologacion,11961,2016-05-01 21:05:09+00:00,2016-05-01 21:05:09+00:00,Role 1,7,1
116051,Cancelar Solicitud,11961,2016-05-01 23:53:17+00:00,2016-05-01 22:05:47+00:00,Role 1,2,1
116051,Notificacion estudiante cancelacion soli,11961,2016-05-20 19:30:26+00:00,2016-05-20 19:30:26+00:00,Role 1,6,1
116201,Traer informacion estudiante - banner,3003,2016-05-02 04:34:51+00:00,2016-05-02 04:34:51+00:00,Role 1,10,1
116201,Radicar Solicitud Homologacion,22491,2016-05-02 05:00:37+00:00,2016-05-02 04:34:55+00:00,Role 5,7,8
116201,Validar solicitud,677,2016-05-05 18:15:08+00:00,2016-05-05 17:42:27+00:00,Role 3,14,6
116201,Homologacion por grupo de cursos,3445,2016-05-12 18:57:01+00:00,2016-05-12 18:24:16+00:00,Role 2,5,5
116253,Traer informacion estudiante - banner,6572,2016-05-02 18:34:11+00:00,2016-05-02 18:34:11+00:00,Role 1,10,1
116253,Radicar Solicitud Homologacion,6572,2016-05-02 18:34:20+00:00,2016-05-02 18:34:14+00:00,Role 1,7,1
116253,Cancelar Solicitud,6572,2016-05-02 18:40:44+00:00,2016-05-02 18:40:42+00:00,Role 1,2,1
116253,Notificacion estudiante cancelacion soli,6572,2016-05-02 18:43:40+00:00,2016-05-02 18:43:40+00:00,Role 1,6,1
116254,Traer informacion estudiante - banner,6572,2016-05-02 18:51:01+00:00,2016-05-02 18:51:01+00:00,Role 1,10,1
116254,Radicar Solicitud Homologacion,6572,2016-05-02 18:51:09+00:00,2016-05-02 18:51:05+00:00,Role 1,7,1
116254,Validar solicitud,1707,2016-05-02 18:55:36+00:00,2016-05-02 18:55:05+00:00,Role 3,14,6
116254,Homologacion por grupo de cursos,15930,2016-05-02 20:47:34+00:00,2016-05-02 19:27:04+00:00,Role 2,5,5
116255,Traer informacion estudiante - banner,6572,2016-05-02 18:56:59+00:00,2016-05-02 18:56:59+00:00,Role 1,10,1
116255,Radicar Solicitud Homologacion,6572,2016-05-02 18:57:04+00:00,2016-05-02 18:57:01+00:00,Role 1,7,1
116255,Validar solicitud,1707,2016-05-02 19:00:54+00:00,2016-05-02 19:00:29+00:00,Role 3,14,6
116255,Homologacion por grupo de cursos,15930,2016-05-02 20:46:33+00:00,2016-05-02 19:26:07+00:00,Role 2,5,5
116264,Traer informacion estudiante - banner,22529,2016-05-03 00:10:44+00:00,2016-05-03 00:10:44+00:00,Role 1,10,1
116264,Radicar Solicitud Homologacion,22529,2016-05-03 00:11:27+00:00,2016-05-03 00:10:45+00:00,Role 1,7,1
116264,Validar solicitud,6767,2016-05-03 01:38:42+00:00,2016-05-03 00:53:36+00:00,Role 3,14,6
116264,Homologacion por grupo de cursos,6954,2016-05-11 22:58:55+00:00,2016-05-11 21:58:55+00:00,Role 2,5,5
116266,Traer informacion estudiante - banner,6369,2016-05-03 00:42:37+00:00,2016-05-03 00:42:37+00:00,Role 1,10,1
116266,Radicar Solicitud Homologacion,6369,2016-05-03 00:43:21+00:00,2016-05-03 00:42:37+00:00,Role 1,7,1
116266,Validar solicitud,1707,2016-05-03 01:28:54+00:00,2016-05-03 01:27:21+00:00,Role 3,14,6
116266,Homologacion por grupo de cursos,15930,2016-05-03 19:15:49+00:00,2016-05-03 17:00:40+00:00,Role 2,5,5
116267,Traer informacion estudiante - banner,22529,2016-05-03 00:57:24+00:00,2016-05-03 00:57:24+00:00,Role 1,10,1
116267,Radicar Solicitud Homologacion,22529,2016-05-03 00:57:41+00:00,2016-05-03 00:57:25+00:00,Role 1,7,1
116267,Validar solicitud,6767,2016-05-03 01:59:09+00:00,2016-05-03 01:14:24+00:00,Role 3,14,6
116267,Homologacion por grupo de cursos,6954,2016-05-11 22:23:57+00:00,2016-05-11 21:59:57+00:00,Role 2,5,5
116301,Traer informacion estudiante - banner,6497,2016-05-02 15:12:25+00:00,2016-05-02 15:12:25+00:00,Role 1,10,1
116301,Radicar Solicitud Homologacion,6497,2016-05-02 15:12:32+00:00,2016-05-02 15:12:32+00:00,Role 1,7,1
116301,Validar solicitud,1646,2016-05-02 17:50:06+00:00,2016-05-02 15:39:23+00:00,Role 3,14,6
116301,Homologacion por grupo de cursos,12535,2016-05-25 22:00:20+00:00,2016-05-25 18:43:53+00:00,Role 2,5,5
116302,Traer informacion estudiante - banner,11858,2016-05-02 17:02:53+00:00,2016-05-02 17:02:53+00:00,Role 1,10,1
116302,Radicar Solicitud Homologacion,11858,2016-05-02 17:03:00+00:00,2016-05-02 17:02:54+00:00,Role 1,7,1
116302,Cancelar Solicitud,1707,2016-05-02 17:17:26+00:00,2016-05-02 17:09:32+00:00,Role 3,2,6
